year,country_of_birth,visa_subclass,visa_category,settlement_state,processing_days
2024,Philippines,485 Temp Graduate,Temporary,VIC,451
2018,Sri Lanka,482 Temp Skill,Temporary,VIC,693
2021,China,801 Partner Perm,Family,VIC,113
2021,India,190 Skilled Nom,Skilled,NSW,280
2022,Sri Lanka,500 Student,Student,VIC,451
2019,Philippines,500 Student,Student,QLD,337
2018,Philippines,820 Partner Temp,Family,WA,533
2022,China,189 Skilled Indep,Skilled,QLD,381
2018,Philippines,482 Temp Skill,Temporary,VIC,631
2016,China,482 Temp Skill,Temporary,SA,507
2024,India,189 Skilled Indep,Skilled,WA,176
2024,UK,202 Global Special,Humanitarian,NSW,79
2019,Sri Lanka,482 Temp Skill,Temporary,VIC,315
2022,Pakistan,482 Temp Skill,Temporary,VIC,182
2023,India,801 Partner Perm,Family,WA,663
2018,Germany,190 Skilled Nom,Skilled,VIC,390
2016,NZ,500 Student,Student,NSW,409
2016,Nepal,500 Student,Student,VIC,321
2023,Malaysia,485 Temp Graduate,Temporary,QLD,591
2024,China,485 Temp Graduate,Temporary,NSW,728
2019,Bangladesh,491 Skilled Regional,Skilled,QLD,35
2024,Philippines,189 Skilled Indep,Skilled,VIC,695
2019,Vietnam,189 Skilled Indep,Skilled,VIC,381
2019,Germany,400 Temp Work,Temporary,VIC,474
2017,Malaysia,189 Skilled Indep,Skilled,WA,640
2021,UK,200 Refugee,Humanitarian,VIC,245
2018,Sri Lanka,143 Parent,Family,NSW,558
2023,Sri Lanka,801 Partner Perm,Family,QLD,238
2024,Pakistan,491 Skilled Regional,Skilled,NSW,205
2022,India,491 Skilled Regional,Skilled,QLD,540
2019,China,200 Refugee,Humanitarian,QLD,721
2018,India,400 Temp Work,Temporary,VIC,583
2024,Germany,485 Temp Graduate,Temporary,NSW,675
2022,Vietnam,485 Temp Graduate,Temporary,VIC,106
2021,Germany,400 Temp Work,Temporary,NSW,72
2015,Nepal,500 Student,Student,NSW,424
2024,India,143 Parent,Family,QLD,372
2018,Philippines,485 Temp Graduate,Temporary,ACT,655
2020,Pakistan,500 Student,Student,VIC,48
2016,South Korea,500 Student,Student,NSW,707
2024,Nepal,482 Temp Skill,Temporary,NSW,476
2023,China,500 Student,Student,ACT,297
2018,Bangladesh,820 Partner Temp,Family,NSW,451
2022,China,500 Student,Student,TAS,91
2024,UK,485 Temp Graduate,Temporary,VIC,184
2023,Pakistan,485 Temp Graduate,Temporary,VIC,689
2016,Bangladesh,820 Partner Temp,Family,VIC,315
2015,China,500 Student,Student,VIC,269
2018,India,500 Student,Student,VIC,633
2019,Philippines,482 Temp Skill,Temporary,VIC,318
2017,South Korea,189 Skilled Indep,Skilled,NSW,112
2016,Germany,482 Temp Skill,Temporary,VIC,213
2017,Nepal,485 Temp Graduate,Temporary,NSW,89
2024,China,190 Skilled Nom,Skilled,VIC,712
2023,Philippines,482 Temp Skill,Temporary,NSW,470
2016,South Korea,500 Student,Student,VIC,355
2019,Nepal,491 Skilled Regional,Skilled,VIC,581
2023,Bangladesh,200 Refugee,Humanitarian,QLD,195
2017,Philippines,485 Temp Graduate,Temporary,QLD,589
2020,USA,200 Refugee,Humanitarian,NSW,617
2017,India,500 Student,Student,VIC,279
2024,UK,189 Skilled Indep,Skilled,VIC,248
2020,UK,801 Partner Perm,Family,WA,458
2018,Nepal,500 Student,Student,WA,38
2022,India,485 Temp Graduate,Temporary,QLD,34
2017,China,189 Skilled Indep,Skilled,SA,477
2017,China,820 Partner Temp,Family,WA,711
2024,South Korea,485 Temp Graduate,Temporary,NSW,270
2023,Nepal,482 Temp Skill,Temporary,NSW,526
2016,China,491 Skilled Regional,Skilled,NSW,262
2016,India,482 Temp Skill,Temporary,VIC,179
2023,India,190 Skilled Nom,Skilled,NSW,385
2019,Philippines,482 Temp Skill,Temporary,NSW,521
2022,India,801 Partner Perm,Family,VIC,102
2018,Philippines,190 Skilled Nom,Skilled,QLD,180
2015,Nepal,482 Temp Skill,Temporary,VIC,196
2016,China,801 Partner Perm,Family,NSW,173
2019,India,485 Temp Graduate,Temporary,VIC,104
2022,Sri Lanka,820 Partner Temp,Family,QLD,126
2023,Bangladesh,485 Temp Graduate,Temporary,QLD,480
2018,Nepal,485 Temp Graduate,Temporary,VIC,688
2019,Sri Lanka,500 Student,Student,NSW,61
2022,China,485 Temp Graduate,Temporary,QLD,628
2022,Nepal,500 Student,Student,NSW,288
2022,India,820 Partner Temp,Family,NSW,384
2022,Nepal,485 Temp Graduate,Temporary,VIC,652
2020,Malaysia,491 Skilled Regional,Skilled,NSW,127
2022,Nepal,500 Student,Student,NSW,238
2019,Philippines,500 Student,Student,VIC,351
2022,Philippines,485 Temp Graduate,Temporary,WA,391
2019,Nepal,190 Skilled Nom,Skilled,VIC,191
2016,Sri Lanka,190 Skilled Nom,Skilled,VIC,628
2023,Vietnam,485 Temp Graduate,Temporary,VIC,577
2016,Philippines,143 Parent,Family,NSW,159
2020,Pakistan,189 Skilled Indep,Skilled,NSW,415
2022,Malaysia,485 Temp Graduate,Temporary,QLD,349
2021,Bangladesh,189 Skilled Indep,Skilled,NSW,572
2021,India,482 Temp Skill,Temporary,NSW,327
2024,Malaysia,482 Temp Skill,Temporary,WA,292
2017,UK,500 Student,Student,WA,408
2020,Malaysia,482 Temp Skill,Temporary,NSW,492
2022,Malaysia,482 Temp Skill,Temporary,QLD,247
2024,India,189 Skilled Indep,Skilled,SA,221
2017,South Korea,820 Partner Temp,Family,VIC,618
2015,Nepal,500 Student,Student,VIC,700
2023,India,400 Temp Work,Temporary,NSW,525
2021,Nepal,500 Student,Student,QLD,622
2019,UK,400 Temp Work,Temporary,WA,462
2023,UK,820 Partner Temp,Family,NSW,601
2024,Nepal,189 Skilled Indep,Skilled,NSW,199
2018,Sri Lanka,189 Skilled Indep,Skilled,QLD,203
2019,Nepal,200 Refugee,Humanitarian,ACT,159
2021,China,801 Partner Perm,Family,VIC,675
2018,Indonesia,500 Student,Student,ACT,394
2019,Vietnam,485 Temp Graduate,Temporary,WA,374
2017,Bangladesh,500 Student,Student,VIC,276
2023,Pakistan,500 Student,Student,NSW,30
2019,Philippines,500 Student,Student,NSW,52
2023,Pakistan,485 Temp Graduate,Temporary,VIC,212
2023,Nepal,190 Skilled Nom,Skilled,NSW,357
2019,China,189 Skilled Indep,Skilled,NSW,126
2017,India,482 Temp Skill,Temporary,SA,161
2015,Philippines,190 Skilled Nom,Skilled,VIC,554
2017,India,500 Student,Student,NSW,516
2023,Pakistan,482 Temp Skill,Temporary,QLD,442
2020,Nepal,190 Skilled Nom,Skilled,VIC,346
2022,China,500 Student,Student,WA,574
2016,India,500 Student,Student,QLD,404
2022,UK,500 Student,Student,WA,523
2024,South Korea,500 Student,Student,QLD,319
2015,China,500 Student,Student,NSW,610
2016,India,189 Skilled Indep,Skilled,VIC,501
2023,Vietnam,500 Student,Student,VIC,365
2018,China,482 Temp Skill,Temporary,NSW,712
2018,China,482 Temp Skill,Temporary,SA,393
2023,India,801 Partner Perm,Family,WA,340
2023,China,143 Parent,Family,ACT,645
2024,South Korea,500 Student,Student,VIC,176
2017,India,500 Student,Student,NSW,295
2021,Vietnam,485 Temp Graduate,Temporary,QLD,526
2016,China,801 Partner Perm,Family,QLD,35
2020,UK,820 Partner Temp,Family,NSW,600
2023,Vietnam,500 Student,Student,VIC,348
2018,Philippines,485 Temp Graduate,Temporary,NSW,438
2020,India,143 Parent,Family,WA,379
2021,Sri Lanka,491 Skilled Regional,Skilled,WA,444
2015,China,400 Temp Work,Temporary,QLD,30
2017,Germany,190 Skilled Nom,Skilled,NSW,389
2018,China,482 Temp Skill,Temporary,NSW,574
2023,Philippines,189 Skilled Indep,Skilled,QLD,312
2022,China,482 Temp Skill,Temporary,QLD,686
2021,USA,500 Student,Student,NSW,593
2017,Philippines,820 Partner Temp,Family,NSW,155
2023,Germany,482 Temp Skill,Temporary,WA,155
2017,Nepal,485 Temp Graduate,Temporary,NSW,263
2022,Nepal,485 Temp Graduate,Temporary,QLD,625
2017,Nepal,500 Student,Student,QLD,252
2024,India,189 Skilled Indep,Skilled,VIC,346
2015,Pakistan,190 Skilled Nom,Skilled,NSW,344
2016,India,820 Partner Temp,Family,TAS,590
2023,Bangladesh,189 Skilled Indep,Skilled,VIC,446
2016,India,189 Skilled Indep,Skilled,NSW,491
2021,China,820 Partner Temp,Family,NSW,469
2018,Philippines,500 Student,Student,NSW,227
2021,China,500 Student,Student,NSW,297
2021,Nepal,500 Student,Student,VIC,62
2019,China,189 Skilled Indep,Skilled,NSW,137
2019,India,189 Skilled Indep,Skilled,WA,446
2022,India,820 Partner Temp,Family,QLD,394
2016,Nepal,500 Student,Student,NSW,41
2022,Malaysia,491 Skilled Regional,Skilled,QLD,244
2015,Bangladesh,190 Skilled Nom,Skilled,QLD,72
2022,South Korea,801 Partner Perm,Family,QLD,331
2018,India,500 Student,Student,QLD,723
2022,India,143 Parent,Family,SA,651
2016,Vietnam,190 Skilled Nom,Skilled,NSW,273
2024,Philippines,485 Temp Graduate,Temporary,VIC,41
2024,UK,485 Temp Graduate,Temporary,NSW,719
2023,Malaysia,482 Temp Skill,Temporary,NSW,47
2023,UK,482 Temp Skill,Temporary,QLD,718
2022,India,189 Skilled Indep,Skilled,SA,205
2015,India,500 Student,Student,WA,303
2019,USA,200 Refugee,Humanitarian,VIC,271
2017,China,189 Skilled Indep,Skilled,TAS,674
2015,China,500 Student,Student,VIC,121
2022,South Korea,500 Student,Student,WA,652
2024,Nepal,500 Student,Student,SA,441
2024,Philippines,143 Parent,Family,WA,156
2018,Malaysia,500 Student,Student,VIC,260
2017,Sri Lanka,500 Student,Student,ACT,58
2021,India,482 Temp Skill,Temporary,NSW,505
2016,India,485 Temp Graduate,Temporary,NSW,167
2023,South Korea,500 Student,Student,QLD,213
2023,Pakistan,482 Temp Skill,Temporary,VIC,301
2021,India,500 Student,Student,VIC,672
2023,Pakistan,189 Skilled Indep,Skilled,WA,340
2017,India,200 Refugee,Humanitarian,VIC,118
2023,India,801 Partner Perm,Family,VIC,430
2018,China,482 Temp Skill,Temporary,VIC,535
2020,China,485 Temp Graduate,Temporary,ACT,248
2024,China,202 Global Special,Humanitarian,VIC,467
2020,South Korea,202 Global Special,Humanitarian,NSW,285
2023,Sri Lanka,482 Temp Skill,Temporary,QLD,672
2017,Philippines,820 Partner Temp,Family,VIC,305
2015,UK,801 Partner Perm,Family,NSW,201
2024,China,820 Partner Temp,Family,QLD,533
2023,Bangladesh,820 Partner Temp,Family,VIC,697
2022,India,482 Temp Skill,Temporary,ACT,369
2019,China,485 Temp Graduate,Temporary,VIC,525
2017,India,485 Temp Graduate,Temporary,NSW,191
2015,Vietnam,200 Refugee,Humanitarian,SA,377
2023,India,485 Temp Graduate,Temporary,WA,391
2023,Bangladesh,500 Student,Student,QLD,46
2017,China,500 Student,Student,NSW,91
2021,Vietnam,189 Skilled Indep,Skilled,SA,97
2020,Indonesia,485 Temp Graduate,Temporary,NSW,218
2019,China,801 Partner Perm,Family,WA,181
2019,India,500 Student,Student,NSW,647
2020,Bangladesh,485 Temp Graduate,Temporary,SA,107
2015,Malaysia,485 Temp Graduate,Temporary,QLD,722
2017,UK,491 Skilled Regional,Skilled,WA,286
2017,Philippines,202 Global Special,Humanitarian,SA,351
2018,China,485 Temp Graduate,Temporary,VIC,34
2018,Philippines,482 Temp Skill,Temporary,NSW,683
2024,China,190 Skilled Nom,Skilled,QLD,695
2024,China,801 Partner Perm,Family,VIC,301
2022,Sri Lanka,189 Skilled Indep,Skilled,QLD,401
2018,Germany,482 Temp Skill,Temporary,WA,228
2021,India,500 Student,Student,QLD,352
2019,Nepal,189 Skilled Indep,Skilled,VIC,433
2018,China,500 Student,Student,QLD,128
2023,Sri Lanka,482 Temp Skill,Temporary,QLD,64
2022,India,482 Temp Skill,Temporary,NSW,348
2022,USA,485 Temp Graduate,Temporary,VIC,139
2018,South Korea,820 Partner Temp,Family,ACT,623
2018,China,820 Partner Temp,Family,SA,401
2018,Germany,482 Temp Skill,Temporary,SA,142
2022,South Korea,482 Temp Skill,Temporary,NSW,628
2022,Nepal,500 Student,Student,VIC,622
2023,Philippines,801 Partner Perm,Family,QLD,362
2021,China,400 Temp Work,Temporary,VIC,121
2017,Philippines,189 Skilled Indep,Skilled,NSW,434
2023,Philippines,189 Skilled Indep,Skilled,NSW,286
2021,Vietnam,482 Temp Skill,Temporary,VIC,411
2024,Nepal,482 Temp Skill,Temporary,QLD,267
2018,China,190 Skilled Nom,Skilled,VIC,564
2016,India,500 Student,Student,NSW,706
2023,India,801 Partner Perm,Family,VIC,326
2015,Pakistan,189 Skilled Indep,Skilled,NSW,114
2016,Pakistan,485 Temp Graduate,Temporary,VIC,118
2021,India,820 Partner Temp,Family,NSW,666
2022,UK,482 Temp Skill,Temporary,VIC,686
2017,NZ,801 Partner Perm,Family,SA,318
2015,China,485 Temp Graduate,Temporary,VIC,725
2020,China,500 Student,Student,VIC,399
2022,Malaysia,485 Temp Graduate,Temporary,NSW,604
2024,China,491 Skilled Regional,Skilled,QLD,163
2018,UK,485 Temp Graduate,Temporary,QLD,338
2018,Philippines,500 Student,Student,WA,445
2022,UK,500 Student,Student,WA,619
2022,Philippines,200 Refugee,Humanitarian,VIC,691
2017,India,801 Partner Perm,Family,WA,402
2016,Sri Lanka,500 Student,Student,QLD,433
2017,UK,200 Refugee,Humanitarian,VIC,618
2017,Philippines,189 Skilled Indep,Skilled,WA,407
2020,China,482 Temp Skill,Temporary,VIC,158
2017,Philippines,485 Temp Graduate,Temporary,NSW,585
2015,India,200 Refugee,Humanitarian,VIC,465
2024,China,200 Refugee,Humanitarian,NSW,64
2021,China,500 Student,Student,NSW,625
2015,Pakistan,485 Temp Graduate,Temporary,VIC,397
2022,Sri Lanka,500 Student,Student,VIC,158
2016,Malaysia,485 Temp Graduate,Temporary,NSW,231
2018,Nepal,485 Temp Graduate,Temporary,WA,684
2020,China,500 Student,Student,NSW,227
2022,Philippines,200 Refugee,Humanitarian,QLD,256
2024,Nepal,482 Temp Skill,Temporary,VIC,365
2017,China,485 Temp Graduate,Temporary,QLD,688
2015,India,482 Temp Skill,Temporary,WA,625
2017,India,482 Temp Skill,Temporary,QLD,593
2018,Nepal,200 Refugee,Humanitarian,NSW,625
2017,India,189 Skilled Indep,Skilled,VIC,310
2019,India,143 Parent,Family,NSW,331
2019,Philippines,189 Skilled Indep,Skilled,NSW,107
2024,South Korea,485 Temp Graduate,Temporary,NSW,389
2024,Nepal,143 Parent,Family,VIC,287
2019,China,485 Temp Graduate,Temporary,QLD,513
2018,Vietnam,500 Student,Student,VIC,628
2023,Pakistan,202 Global Special,Humanitarian,WA,104
2022,UK,801 Partner Perm,Family,VIC,530
2023,Philippines,500 Student,Student,NSW,185
2019,Vietnam,485 Temp Graduate,Temporary,VIC,615
2015,Malaysia,482 Temp Skill,Temporary,QLD,454
2017,Germany,485 Temp Graduate,Temporary,VIC,382
2017,China,189 Skilled Indep,Skilled,QLD,115
2021,Pakistan,190 Skilled Nom,Skilled,VIC,227
2021,China,500 Student,Student,QLD,312
2016,Vietnam,500 Student,Student,QLD,165
2023,Indonesia,143 Parent,Family,WA,339
2022,China,500 Student,Student,VIC,501
2018,India,482 Temp Skill,Temporary,NSW,526
2019,Sri Lanka,200 Refugee,Humanitarian,ACT,652
2019,Bangladesh,801 Partner Perm,Family,NSW,645
2022,Germany,400 Temp Work,Temporary,VIC,483
2019,India,482 Temp Skill,Temporary,QLD,619
2023,India,801 Partner Perm,Family,WA,269
2021,Germany,801 Partner Perm,Family,VIC,335
2018,UK,202 Global Special,Humanitarian,QLD,178
2022,Nepal,500 Student,Student,VIC,186
2021,India,485 Temp Graduate,Temporary,WA,674
2016,USA,485 Temp Graduate,Temporary,NSW,501
2021,NZ,482 Temp Skill,Temporary,VIC,429
2023,Nepal,482 Temp Skill,Temporary,TAS,241
2019,Bangladesh,189 Skilled Indep,Skilled,NSW,142
2021,Pakistan,143 Parent,Family,TAS,582
2015,Nepal,500 Student,Student,VIC,656
2015,Vietnam,190 Skilled Nom,Skilled,NSW,429
2017,Nepal,482 Temp Skill,Temporary,VIC,98
2024,Pakistan,820 Partner Temp,Family,WA,318
2016,India,482 Temp Skill,Temporary,ACT,32
2018,India,189 Skilled Indep,Skilled,NSW,627
2021,Pakistan,143 Parent,Family,NSW,685
2023,China,485 Temp Graduate,Temporary,ACT,93
2024,UK,500 Student,Student,QLD,116
2021,Pakistan,482 Temp Skill,Temporary,TAS,647
2015,Nepal,485 Temp Graduate,Temporary,QLD,594
2019,India,189 Skilled Indep,Skilled,NSW,52
2023,China,400 Temp Work,Temporary,VIC,125
2018,India,482 Temp Skill,Temporary,WA,604
2015,China,491 Skilled Regional,Skilled,VIC,681
2024,Malaysia,190 Skilled Nom,Skilled,NSW,685
2023,China,500 Student,Student,VIC,725
2022,China,491 Skilled Regional,Skilled,TAS,292
2016,NZ,485 Temp Graduate,Temporary,NSW,636
2022,Bangladesh,485 Temp Graduate,Temporary,QLD,70
2016,India,500 Student,Student,VIC,413
2017,South Korea,500 Student,Student,VIC,676
2015,China,500 Student,Student,NSW,648
2017,Bangladesh,482 Temp Skill,Temporary,VIC,290
2023,Nepal,400 Temp Work,Temporary,NSW,340
2022,China,820 Partner Temp,Family,VIC,670
2022,India,190 Skilled Nom,Skilled,QLD,250
2021,India,820 Partner Temp,Family,VIC,298
2017,India,143 Parent,Family,VIC,189
2015,Sri Lanka,491 Skilled Regional,Skilled,ACT,68
2017,Philippines,500 Student,Student,SA,423
2023,Nepal,482 Temp Skill,Temporary,WA,323
2020,Germany,200 Refugee,Humanitarian,VIC,39
2015,Philippines,500 Student,Student,SA,294
2017,China,820 Partner Temp,Family,NSW,254
2019,NZ,189 Skilled Indep,Skilled,VIC,125
2016,Nepal,200 Refugee,Humanitarian,NSW,720
2016,India,190 Skilled Nom,Skilled,NSW,549
2019,Pakistan,190 Skilled Nom,Skilled,TAS,289
2023,UK,500 Student,Student,VIC,129
2017,China,485 Temp Graduate,Temporary,VIC,729
2019,India,485 Temp Graduate,Temporary,NSW,421
2022,Indonesia,400 Temp Work,Temporary,NSW,67
2021,Pakistan,190 Skilled Nom,Skilled,SA,387
2021,Philippines,485 Temp Graduate,Temporary,VIC,168
2022,India,820 Partner Temp,Family,TAS,547
2023,Sri Lanka,820 Partner Temp,Family,QLD,264
2015,Sri Lanka,820 Partner Temp,Family,QLD,401
2021,Philippines,820 Partner Temp,Family,NSW,359
2015,Indonesia,820 Partner Temp,Family,WA,627
2016,China,500 Student,Student,VIC,598
2015,Nepal,801 Partner Perm,Family,VIC,301
2016,China,482 Temp Skill,Temporary,WA,702
2023,India,482 Temp Skill,Temporary,VIC,517
2016,USA,500 Student,Student,NSW,322
2015,Philippines,202 Global Special,Humanitarian,WA,684
2017,Philippines,190 Skilled Nom,Skilled,SA,187
2022,China,485 Temp Graduate,Temporary,QLD,202
2020,India,482 Temp Skill,Temporary,VIC,211
2020,Nepal,801 Partner Perm,Family,SA,365
2021,Nepal,485 Temp Graduate,Temporary,NSW,368
2018,China,400 Temp Work,Temporary,QLD,729
2022,China,200 Refugee,Humanitarian,ACT,96
2019,South Korea,500 Student,Student,QLD,470
2018,Germany,189 Skilled Indep,Skilled,NSW,478
2017,Bangladesh,500 Student,Student,QLD,688
2024,South Korea,189 Skilled Indep,Skilled,VIC,508
2022,India,500 Student,Student,WA,553
2020,Bangladesh,491 Skilled Regional,Skilled,VIC,431
2020,Philippines,482 Temp Skill,Temporary,VIC,445
2021,UK,485 Temp Graduate,Temporary,QLD,456
2015,Philippines,491 Skilled Regional,Skilled,VIC,74
2015,China,143 Parent,Family,VIC,144
2021,Indonesia,801 Partner Perm,Family,QLD,354
2022,India,500 Student,Student,NSW,277
2023,India,189 Skilled Indep,Skilled,VIC,193
2021,India,200 Refugee,Humanitarian,QLD,679
2022,Vietnam,200 Refugee,Humanitarian,NSW,703
2021,India,189 Skilled Indep,Skilled,VIC,541
2018,Nepal,491 Skilled Regional,Skilled,QLD,519
2019,UK,500 Student,Student,VIC,114
2024,India,485 Temp Graduate,Temporary,NSW,459
2024,India,485 Temp Graduate,Temporary,NSW,235
2023,Sri Lanka,500 Student,Student,VIC,334
2021,China,500 Student,Student,VIC,702
2017,India,200 Refugee,Humanitarian,QLD,532
2015,India,500 Student,Student,VIC,401
2023,UK,500 Student,Student,VIC,468
2016,China,143 Parent,Family,VIC,626
2018,China,820 Partner Temp,Family,VIC,257
2023,India,190 Skilled Nom,Skilled,NSW,645
2017,China,500 Student,Student,ACT,277
2022,Nepal,500 Student,Student,NSW,130
2017,Nepal,500 Student,Student,NSW,232
2022,Germany,485 Temp Graduate,Temporary,VIC,74
2022,Pakistan,485 Temp Graduate,Temporary,VIC,599
2017,Sri Lanka,500 Student,Student,NSW,539
2018,Nepal,500 Student,Student,NSW,324
2018,Philippines,500 Student,Student,SA,171
2021,China,485 Temp Graduate,Temporary,NSW,118
2023,China,500 Student,Student,NSW,492
2020,Sri Lanka,202 Global Special,Humanitarian,NSW,247
2018,India,202 Global Special,Humanitarian,ACT,694
2018,Pakistan,485 Temp Graduate,Temporary,NSW,236
2016,Philippines,190 Skilled Nom,Skilled,NSW,445
2021,Nepal,491 Skilled Regional,Skilled,NSW,720
2019,India,400 Temp Work,Temporary,NSW,235
2023,UK,190 Skilled Nom,Skilled,ACT,521
2020,Pakistan,500 Student,Student,NSW,673
2024,Germany,482 Temp Skill,Temporary,NSW,319
2019,Malaysia,482 Temp Skill,Temporary,WA,502
2020,South Korea,500 Student,Student,VIC,621
2016,India,500 Student,Student,VIC,727
2022,UK,482 Temp Skill,Temporary,WA,85
2015,India,190 Skilled Nom,Skilled,QLD,460
2016,UK,485 Temp Graduate,Temporary,NSW,85
2018,Germany,485 Temp Graduate,Temporary,NSW,702
2023,India,500 Student,Student,NSW,615
2021,Philippines,500 Student,Student,VIC,189
2018,Sri Lanka,400 Temp Work,Temporary,NSW,261
2023,Germany,820 Partner Temp,Family,WA,653
2023,India,485 Temp Graduate,Temporary,VIC,495
2015,Vietnam,189 Skilled Indep,Skilled,QLD,503
2017,India,500 Student,Student,VIC,134
2022,Germany,500 Student,Student,QLD,367
2023,India,482 Temp Skill,Temporary,VIC,617
2022,China,482 Temp Skill,Temporary,QLD,651
2023,China,500 Student,Student,WA,426
2016,India,820 Partner Temp,Family,NSW,548
2015,India,485 Temp Graduate,Temporary,NSW,554
2019,Philippines,500 Student,Student,VIC,33
2015,Bangladesh,801 Partner Perm,Family,VIC,438
2021,China,482 Temp Skill,Temporary,NSW,479
2023,China,485 Temp Graduate,Temporary,QLD,398
2018,Sri Lanka,482 Temp Skill,Temporary,QLD,169
2021,Nepal,485 Temp Graduate,Temporary,QLD,189
2018,Philippines,482 Temp Skill,Temporary,ACT,543
2016,Sri Lanka,500 Student,Student,VIC,686
2016,Philippines,189 Skilled Indep,Skilled,VIC,292
2022,Bangladesh,400 Temp Work,Temporary,VIC,356
2023,Germany,500 Student,Student,NSW,662
2018,South Korea,189 Skilled Indep,Skilled,NSW,604
2016,India,801 Partner Perm,Family,ACT,166
2023,Sri Lanka,190 Skilled Nom,Skilled,SA,695
2017,Nepal,485 Temp Graduate,Temporary,QLD,479
2022,Philippines,485 Temp Graduate,Temporary,WA,409
2021,Germany,820 Partner Temp,Family,TAS,399
2018,Indonesia,500 Student,Student,TAS,252
2020,India,491 Skilled Regional,Skilled,QLD,341
